,station,lat,lon,lat_rad,lon_rad,closest_pt_site,dist_to_pt_site
53,02077670,36.5408333,-78.8719444,0.6377578525073849,-1.3765751172299037,USC00447925,10.684029820145943
54,02079500,36.60319824,-78.2977743,0.6388463260481936,-1.3665539585183983,USC00444414,0.2722692963671307
55,02080500,36.46,-77.6336111,0.6363470452771326,-1.3549621239078167,USC00317319,2.472653594214072
56,0208062765,36.3311111,-77.58027778,0.6340975096028588,-1.354031281872797,USC00314456,9.800659583878913
57,02081000,36.20916667,-77.38388889,0.6319691777948911,-1.35060364912796,USC00314962,13.012466678548403
58,02081022,36.0136111,-77.21527778,0.6285560892277768,-1.3476608301030177,USC00314962,8.581855299644346
59,02081028,35.9475,-77.2025,0.6274022328606615,-1.3474378157709224,USC00319440,11.635226538467304
60,02081054,35.8597222,-77.04027778,0.6258702212405045,-1.3446065039120276,USC00319440,0.7228214036854095
61,02081094,35.81305556,-76.89277778,0.6250557347216616,-1.3420321432653362,USC00319440,8.194166395407569
62,0208111310,36.04777778,-76.9841667,0.6291524102882521,-1.3436271808191778,USC00314962,11.952185254259392
63,0208114150,35.915,-76.72277778,0.6268350008537634,-1.3390650835369458,USC00316853,4.627027459135026
64,02081500,36.19416667,-78.5830556,0.631707378407092,-1.371533056497768,USC00316510,7.737929649762871
65,02081747,36.09305556,-78.2961111,0.6299426566272458,-1.3665249302022793,USC00315123,0.7935777323603636
66,02082585,35.9547222,-77.7872222,0.6275282840298991,-1.357643143370427,USC00317400,7.313818206202704
67,02082770,36.1122222,-77.92,0.6302771776017901,-1.3599605531539816,USW00093759,17.836057167536705
68,02082950,36.1833333,-77.8761111,0.6315183004315051,-1.359194547343903,USW00093759,22.7057501260716
69,02083000,36.15055556,-77.6930556,0.6309462209471425,-1.3559996261550185,USC00317400,17.767970618829604
70,02083500,35.89444444,-77.5330556,0.6264762386521723,-1.3532070993518275,USC00318500,0.7728810677469748
71,02084160,35.56166667,-77.2308333,0.6206681708882278,-1.3479323251438775,USC00319100,8.939333073495176
72,02084472,35.5433333,-77.0619444,0.6203481932187415,-1.344984657768806,USC00319100,0.8564743445928509
73,02084557,35.7308333,-76.7461111,0.6236206855662308,-1.339472326796367,USC00316853,10.914516312287581
74,02085000,36.0711111,-79.0955556,0.6295596535476736,-1.380477868914239,USW00003758,6.946079107549823
75,02085039,36.05941667,-78.9780833,0.6293555472400295,-1.3784275904993484,USW00003758,8.886985593716808
76,02085070,36.0722222,-78.9077778,0.6295790459009925,-1.3772005280420878,USW00003758,12.51223080076355
77,0208521324,36.14166667,-78.9191667,0.6307910805497949,-1.3773993018452682,USC00317516,14.2675384636063
78,0208524090,36.1497222,-78.8966667,0.6309316760712881,-1.3770066027635692,USC00317516,13.602758060221705
79,0208524975,36.1133333,-78.8597222,0.6302965699551092,-1.3763617995980661,USC00312993,14.747264895221377
80,02085500,36.18277778,-78.87888889,0.6315086047784445,-1.3766963214452752,USC00317516,11.31188339167278
81,02086500,36.1486111,-78.82888889,0.6309122837179691,-1.375823656819278,USC00317516,14.029162299346513
82,02086624,36.12792215,-78.7983389,0.6305511934216887,-1.375290458907327,USC00312993,13.016363610757093
83,0208675010,36.01938889,-78.8947778,0.6286569306867656,-1.3769736352393285,USW00013722,10.820608152044292
84,02086849,36.05931106,-78.8325065,0.6293537039978065,-1.375886796024831,USC00312993,11.414167938497322
85,0208700550,35.9823333,-78.8245,0.6280101886349966,-1.3757470562382703,USW00013722,6.6680906091567165
86,0208706575,36.0236111,-78.6891667,0.6287306221529763,-1.373385044565681,USC00312993,3.5891395183347696
87,02087183,35.94,-78.5808333,0.627271333166762,-1.371494270045801,USC00312993,4.913886015162073
88,0208726005,35.84527778,-78.7244444,0.6256181185529637,-1.3740007565832117,USC00317079,4.026991338963196
89,02087275,35.83805556,-78.6741667,0.6254920670346602,-1.3731232451778819,USC00317079,3.5469954803899824
90,0208731190,35.8211111,-78.6341667,0.6251963304176879,-1.3724251134770842,USC00317079,4.188548260601173
91,02087322,35.8158333,-78.6261111,0.625104215430426,-1.3722845167338606,USC00317079,4.430476052160818
92,02087324,35.8111111,-78.6108333,0.6250217974924883,-1.3720178688213993,USC00317079,5.130828964549841
93,0208732534,35.7875,-78.6547222,0.6246097060574707,-1.3727838746314778,USC00317079,2.4865257766974995
94,0208732885,35.81694444,-78.5930556,0.6251236084818766,-1.3717075894229676,USC00317079,6.200187228825542
95,0208735012,35.78,-78.66638889,0.6244788063635711,-1.3729874967847873,USC00317079,1.9691184261826793
96,02087359,35.7583333,-78.5830556,0.6241006511105291,-1.371533056497768,USC00317079,6.870500913651812
97,02087500,35.6472222,-78.4052778,0.6221613965800166,-1.368430248550816,USC00311820,3.2880003576621366
98,02087570,35.5125,-78.3494444,0.6198100506144864,-1.367455771888233,USC00317994,0.4386919732392515
99,02087580,35.71888889,-78.7522222,0.6234122162845227,-1.3744855706521724,USC00311535,1.9972656888089013
100,0208758850,35.6936111,-78.6922222,0.622971035621395,-1.3734383731009758,USC00313238,2.3651758899079565
101,0208773375,35.575,-78.4986111,0.6209008813969827,-1.3700592219375678,USC00311820,4.960275683797697
102,02088000,35.5708333,-78.5905556,0.6208281587630399,-1.3716639561916677,USC00313238,7.954483946081582
103,02088383,35.82194444,-78.3522222,0.6252108749444764,-1.367504253644195,USC00311820,13.980883793659476
104,02088500,35.51138889,-78.1602778,0.6197906580866345,-1.3641541918834301,USC00317994,10.351676234096933
105,02089000,35.3375,-77.9975,0.6167557244234961,-1.3613131833242773,USC00318066,20.32363960943425
106,02089500,35.25777778,-77.5855556,0.6153643091974969,-1.3541233972091247,USC00314689,2.8460817475373537
107,02090380,35.6911111,-78.1097222,0.6229274023900951,-1.3632718302081086,USC00319476,9.183754034403425
108,02091000,35.48888889,-77.8061111,0.6193979590049357,-1.357972816867507,USC00318066,8.18669113822615
109,02091500,35.42888889,-77.5825,0.6183507614537391,-1.3540700669285006,USC00318066,5.071468869614015
110,02091814,35.31388889,-77.30277778,0.6163436328139457,-1.3491879931985127,USC00314689,15.233867109023464
111,0209205053,35.2308333,-77.11388889,0.6148940393062592,-1.3458912601475754,USW00093719,11.861967744830439
112,02092500,35.06416667,-77.46138889,0.611985157859556,-1.3519562792982556,USC00316422,10.023610779714161
113,02092554,35.01,-77.21888889,0.6110397711232147,-1.3477238558621696,USC00316676,8.16223092844677
114,02093000,34.84916667,-77.5194444,0.6082326999677683,-1.35296953909668,USC00316422,5.25943426758549
115,02093800,36.1725,-79.9527778,0.6313292236776489,-1.3954392187254285,USW00013723,5.250220424068548
116,02093877,36.12805556,-79.92388889,0.6305535218654438,-1.3949350121286161,USW00013723,2.409965973575665
117,0209399200,36.13777778,-79.86,0.630723206615047,-1.3938199406426717,USC00313625,4.885718994022108
118,02094500,36.17305556,-79.6141667,0.6313389200288413,-1.3895293401466287,USW00093783,11.615962811130116
119,02094659,36.04944444,-79.8552778,0.6291814989927634,-1.3937375227047337,USC00313625,3.6674804242713597
120,02094770,36.03805556,-79.7997222,0.6289827255386489,-1.392767894566813,USC00313625,3.1237250741227474
121,02094775,36.0311111,-79.7961111,0.6288615218468758,-1.3927048689821941,USC00313625,3.6225600361018486
122,02095000,36.06,-79.7258333,0.6293657282691553,-1.3914782899811362,USC00313625,4.674280483337977
123,02095181,36.07916667,-79.8127778,0.6297002497672984,-1.3929957577726364,USC00313625,0.5362119072824684
124,02095271,36.09777778,-79.7825,0.6300250749142493,-1.392467310472376,USC00313625,1.5929034404193072
125,02095500,36.12055556,-79.7080556,0.6304226221715442,-1.3911680105827042,USC00313625,5.973787810907211
126,0209553650,36.12805556,-79.6616667,0.6305535218654438,-1.390358371541326,USC00313625,8.557096932282013
127,02096500,36.0872222,-79.3661111,0.6298408452887916,-1.3851999531986185,USC00313919,1.6206327379527254
128,02096846,35.9872222,-79.2061111,0.6280955160367973,-1.3824074263954276,USW00003758,6.422342586634456
129,02096960,35.76527778,-79.1358333,0.6242218551513681,-1.3811808473943696,USC00311700,7.747454075584864
130,0209722970,35.9832222,-78.9568056,0.6280257028667176,-1.3780562245770969,USW00003758,7.67059382332176
131,02097280,35.92263889,-78.9524167,0.6269683246354611,-1.377979623821556,USC00311677,7.171638951714778
132,02097314,35.885,-78.9652778,0.6263114020781652,-1.3782040923619843,USC00311677,6.592421646031907
133,0209741387,35.91538889,-78.8935278,0.6268417882646916,-1.3769518186236784,USW00013722,6.449588042752406
134,0209741955,35.8722222,-78.9130556,0.6260883873970039,-1.3772926430293495,USW00013722,7.470934324191362
135,02097464,35.9236111,-79.115,0.6269852929009819,-1.3808172377153138,USC00311677,2.2459248070479942
136,02097517,35.8933333,-79.0197222,0.6264568456007217,-1.3791543264012573,USC00311677,3.502679341647459
137,0209782609,35.76027778,-78.9202778,0.6241345886887685,-1.3774186941985869,USC00310212,4.833993124449791
138,02098197,35.6547222,-79.0683333,0.6222922962739162,-1.3800027501492735,USC00311700,6.558944747637631
139,02099000,36.0372222,-79.9455556,0.6289681806627945,-1.395313167556191,USW00013723,4.125307511143029
140,02100500,35.72638889,-79.6555556,0.6235431159784223,-1.3902517127254073,USC00317097,10.103017376863718
141,0210166029,35.80694444,-79.5275,0.6249490755566772,-1.3880167208797904,USC00317924,4.841394061176689
142,02101726,35.73514055,-79.4230754,0.6236958612604373,-1.3861941677897125,USC00317924,2.83387071406018
143,02101800,35.6597222,-79.4016667,0.6223795627365158,-1.3858205154861407,USC00317924,7.773199797397224
144,02102000,35.62694444,-79.1161111,0.6218074829030874,-1.3808366300686328,USC00317656,7.395822647308456
145,02102192,35.5597222,-78.9736111,0.6206342334845216,-1.3783495358845408,USC00317656,4.475729997206655
146,02102500,35.4061111,-78.8133333,0.6179532140219113,-1.3755521605566878,USC00314987,0.3961048764162483
147,02102908,35.18277778,-79.1775,0.6140553122585012,-1.3819080684978102,USC00311515,16.534323075651628
148,02103000,35.1933333,-78.9855556,0.6142395408367612,-1.3785580067370453,USC00313017,11.70988656232817
149,02104000,35.0497222,-78.85638889,0.6117330542993504,-1.3763036223635767,USC00313017,0.6700853036378165
150,02104220,34.9997222,-79.2147222,0.6108603896733533,-1.382557718442646,USW00093782,16.73856529228287
151,02105500,34.83555556,-78.8236111,0.6079951412834171,-1.3757315420065492,USW00093740,11.236752605401417
152,02105769,34.40444444,-78.2936111,0.6004708327974567,-1.3664812969709794,USC00315820,11.133401640616363
153,02106500,34.755,-78.2886111,0.6065891815306292,-1.3663940305083797,USC00319026,17.422053610527957
154,02108000,34.82888889,-77.8322222,0.6078787859417731,-1.3584285415338246,USC00319026,10.894319475282032
155,02108566,34.5983333,-77.8752778,0.6038548317873951,-1.3591800035152464,USC00319026,11.048880678097731
156,02109500,34.095,-78.5483333,0.5950700084674666,-1.3709270380389027,USC00315116,5.832591681890685
157,02110500,33.9126719,-78.7150175,0.5918877828035611,-1.3738362261399557,USW00093718,6.995151006777732
158,02110802,33.64905837,-79.09420639,0.5872868587522563,-1.3804543207574382,USC00381093,8.822476569779875
159,02111000,35.9908333,-81.5583333,0.628158541621416,-1.4234614485239323,USC00314938,5.387874645110805
160,02111180,36.07138889,-81.4030556,0.6295645018978027,-1.4207513414040083,USC00319555,10.625612113007248
161,0211139110,36.1361111,-81.2233333,0.6306941175614699,-1.417614595529751,USC00319555,0.43442810177049046
162,02111500,36.175,-81.16888889,0.6313728569089486,-1.4166643613159455,USC00316256,1.1469273426741802
163,02112000,36.1525,-81.1455556,0.63098015782725,-1.4162571185801227,USC00316256,0.9065416717443094
164,02112250,36.24103889,-80.8491,0.632525452973811,-1.4110829922741477,USC00316256,17.794185233194696
165,02113850,36.40438889,-80.5616944,0.6353764483069438,-1.4060668182654776,USC00315890,8.090444535303169
166,02114450,36.29916667,-80.4147222,0.633539974121686,-1.403501669466578,USC00316686,10.214599591726152
167,02115360,36.1328861,-80.445275,0.6306378306930931,-1.4040349164222814,USC00316686,4.488520332696171
168,02116500,35.85666667,-80.3869444,0.6258168921816111,-1.4030168553976177,USC00315743,6.288398495147243
169,02118000,35.845,-80.65888889,0.6256132703773674,-1.4077631821307743,USC00315743,9.024492163523808
170,02118500,36.00055556,-80.7455556,0.628328227069151,-1.4092758015721456,USC00319675,14.225248778569203
171,02120780,35.7176083,-80.596075,0.6233898657726546,-1.4066668729342888,USC00317618,2.0700298022806183
172,02121500,35.80694444,-80.2347222,0.6249490755566772,-1.4003600768129882,USC00314970,3.0230561366041684
173,0212378405,35.20066667,-80.0618056,0.6143675322885283,-1.3973421128116343,USC00310090,15.759793965418753
174,0212393300,35.46777778,-80.7902778,0.619029500626685,-1.4100563512108808,USC00311975,12.291895117104819
175,02124080,35.41416667,-80.7519444,0.6180938102415362,-1.4093873071673968,USC00311975,9.499013600998849
176,0212414900,35.33277778,-80.7158333,0.6166733061364927,-1.4087570495758799,USC00311975,9.221747348514416
177,0212419274,35.50388889,-80.73638889,0.6196597583927349,-1.40911581230107,USC00311975,10.739486726490188
178,02124269,35.30916667,-80.6736111,0.6162612145269422,-1.4080201331684445,USC00311975,8.689097897116758
179,0212430293,35.2586111,-80.6627778,0.6153788533752197,-1.4078310564145882,USC00311975,11.448930587576662
180,0212430653,35.25388889,-80.6480556,0.615296435262749,-1.407574105551451,USC00311975,11.459240979731556
181,0212433550,35.32166667,-80.5408333,0.6164793806834414,-1.40570272338489,USC00311975,6.6263980375048845
182,0212466000,35.2083333,-80.58,0.6145013402245605,-1.4063863112570307,USW00053872,13.424490961065256
183,0212467451,35.1304238,-80.6311791,0.613141562930978,-1.4072795550602382,USW00053872,7.866603280010383
184,0212467595,35.125,-80.6027778,0.6130468997630083,-1.4067838588633914,USW00053872,7.536760746349259
185,02126000,35.1569972,-80.1657722,0.6136053562544274,-1.3991566722937383,USC00318964,14.569449040138286
186,02128000,35.3872222,-79.83138889,0.6176235405248313,-1.3933205825705213,USC00314464,16.539805238682835
187,0212880025,34.9834833,-79.8775806,0.6105769674014513,-1.3941267799971477,USC00318964,11.445866453947827
188,02129000,34.9458333,-79.8697222,0.6099198509380753,-1.393989625043209,USC00313784,10.848076811707765
189,02130561,34.60626798,-79.7883963,0.6039933180784871,-1.3925702203210613,USC00381588,8.538777510626103
190,02130840,34.6633333,-80.2116667,0.6049892958011913,-1.3999576824272946,USC00381645,10.833614622096302
191,02130900,34.51404244,-80.1831244,0.6023836787510574,-1.3994595253162028,USC00383990,11.242516329004363
192,02130910,34.39737618,-80.149791,0.6003474683880697,-1.3988777477353183,USC00383990,5.771544655843708
193,02130980,34.24376518,-79.7447833,0.5976664506707886,-1.391809029874389,USW00013744,4.212135052649863
194,02131000,34.20432518,-79.5483896,0.5969780928138021,-1.3883813131792149,USC00385509,9.583081226631066
195,02131010,34.15738145,-79.5533904,0.5961587701621349,-1.3884685936044487,USC00385509,9.500148089210429
196,02131500,34.2501545,-80.2136816,0.5977779653417522,-1.399992849066393,USC00383990,13.74398735668285
197,02132000,34.05154846,-79.7539545,0.5943116360294046,-1.391969097510748,USW00013744,9.399987788738638
198,02132320,34.75055556,-79.3866667,0.6065116114192219,-1.3855587160983416,USW00093782,3.0731576901287547
199,02133500,35.0611111,-79.49388889,0.6119318281025308,-1.3874300963450403,USC00314464,13.377149453983362
200,02133624,34.77277778,-79.3319444,0.6068994623253244,-1.3846036317890773,USW00093782,2.338010572235393
201,02134170,34.62027778,-79.0111111,0.6042378352160331,-1.3790040343540386,USC00315177,0.9126716726512056
202,02134480,34.71027778,-78.83638889,0.6058086315428279,-1.3759545565131777,USC00315177,12.168291617968112
203,02134500,34.4425,-78.9602778,0.601135027618147,-1.3781168258993846,USC00315175,4.326459275720851
204,02135000,34.05710829,-79.2469897,0.5944086733687558,-1.3831208925590335,USC00386114,9.486054001041467
205,02136000,33.66127545,-79.83590448,0.5875000870232359,-1.3933993944836913,USC00381241,10.228562703628281
206,02136361,33.32850037,-79.3381102,0.5816920662086483,-1.384711245300097,USC00383470,1.1932104486220279
207,02137727,35.6858333,-82.0602778,0.6228352874028333,-1.4322220327112087,USC00315340,2.9180730798519563
208,02138500,35.79555556,-81.8911111,0.6247503021025625,-1.4292695168114755,USC00315340,10.092615817421311
209,02138520,35.7403611,-81.8346667,0.6237869770467024,-1.4282843761871626,USC00315838,9.108211643467646
210,02140991,35.8336111,-81.7119444,0.625414496574187,-1.4261424679865424,USC00315838,7.5074335951654385
211,02142000,35.94555556,-81.2369444,0.6273682959805542,-1.4178521540395694,USC00318519,3.9825724530387037
212,02142654,35.40694444,-80.8905556,0.6179677585486998,-1.4118065289875372,USW00013881,13.183440200137818
213,0214265808,35.4036111,-80.8827778,0.6179095807906114,-1.4116707807689757,USW00013881,13.092563554456971
214,0214266000,35.38971389,-80.921,0.6176670287192704,-1.4123378840063314,USW00013881,11.639295764484949
215,0214266080,35.36138889,-80.8975,0.6171726642086429,-1.4119277316321126,USW00013881,10.062969998487509
216,0214269560,35.43416667,-81.03,0.618442876091935,-1.4142402928910052,USC00313356,13.19368422142732
217,02142900,35.3286111,-80.9097222,0.6166005838516158,-1.4121410492639501,USW00013881,7.697658973730893
218,02142914,35.29944444,-80.94638889,0.616091529602806,-1.412781003730258,USW00013881,5.264462824829725
219,0214291555,35.30055556,-80.9727778,0.6161109223051907,-1.4132415770957705,USW00013881,5.407829626641883
220,0214295600,35.24027778,-80.9744444,0.6150588765783979,-1.4132706647530842,USW00013881,1.5796468167818039
221,0214297160,35.1697222,-80.9877778,0.6138274494017437,-1.4135033764835698,USW00013881,4.149787666870504
222,02143000,35.68444444,-81.4033333,0.6228110472229841,-1.420756188183341,USW00003810,4.187638847885314
223,02143040,35.59055556,-81.5669444,0.6211723771359743,-1.4236117405711506,USC00315838,11.30238583798616
224,02143500,35.42055556,-81.2652778,0.6182053174075839,-1.418346665157854,USC00314996,4.561426922134873
225,02144000,35.30638889,-81.2347222,0.6162127331200461,-1.4178133693329313,USC00313356,5.808923469156303
226,02145000,35.28527778,-81.1011111,0.6158442747417954,-1.41548141572072,USC00313356,2.7026230863954193
227,021457492,35.065,-81.1383333,0.6119997022118117,-1.416131065665556,USW00053871,7.073703961930926
228,021459367,34.9868083,-81.00833889,0.61063499959908,-1.4138622352018686,USW00053871,2.78290258575668
229,02146000,34.98486935,-80.9739658,0.6106011585375484,-1.4132623116072842,USC00389350,4.615252863591363
230,02146110,34.94444444,-80.9797222,0.6098956107582261,-1.413362779740346,USC00389350,3.0474335631326284
231,02146211,35.26194444,-80.8369444,0.615437031133308,-1.4108708370315919,USW00013881,7.185113135415305
232,0214627970,35.24027778,-80.8683333,0.6150588765783979,-1.4114186766851713,USW00013881,5.041655351384118
233,02146285,35.2283333,-80.8691667,0.6148504060749593,-1.4114332222591572,USW00013881,4.8725089489645725
234,02146300,35.19777778,-80.9044444,0.6143171116463004,-1.4120489342766882,USW00013881,3.380153620982936
235,02146315,35.20666667,-80.9219444,0.6144722520436479,-1.4123543668957872,USW00013881,2.216800707146261
236,02146330,35.1397222,-80.9111111,0.6133038506261453,-1.412165290141931,USW00013881,6.309888989693673
237,02146348,35.1458333,-80.9269444,0.613410509442064,-1.412441633358387,USW00013881,5.60673765775465
238,02146381,35.0908333,-80.8994444,0.6124505783534671,-1.4119616678140885,USW00013881,9.7008677704029
239,0214640410,35.25027778,-80.8083333,0.6152334095035973,-1.4103714791339748,USW00013881,8.496306533640166
240,02146409,35.2036111,-80.8369444,0.6144189222866229,-1.4108708370315919,USW00013881,6.822479694173374
241,02146420,35.17916667,-80.84638889,0.6139922864993494,-1.4110356744782637,USW00013881,6.872818907505621
242,0214642825,35.2361111,-80.7711111,0.614986154293521,-1.409721829189139,USW00013881,10.431338745522906
243,0214643770,35.2108333,-80.8008333,0.6145449734558602,-1.410240579440075,USW00013881,8.763828535345478
244,0214643820,35.2033333,-80.7722222,0.6144140737619607,-1.4097412215424578,USW00013881,10.429271533924512
245,0214643860,35.2061111,-80.8058333,0.6144625555179226,-1.410327845902675,USW00013881,8.523420130003444
246,02146449,35.1825,-80.82,0.614050464082905,-1.410575101461817,USW00013881,8.149512118806507
247,0214645022,35.17527778,-80.8308333,0.6139244125646016,-1.4107641782156735,USW00013881,7.780239786866234
248,0214645075,35.16888889,-80.8308333,0.6138129053985538,-1.4107641782156735,USW00013881,7.979886204506282
249,0214645080,35.16694444,-80.8366667,0.6137789683439135,-1.4108659902522591,USW00013881,7.758384641496076
250,02146470,35.16444444,-80.8530556,0.6137353351126136,-1.4111520305180394,USW00013881,7.073546755000666
251,02146507,35.14805556,-80.8577778,0.6134492951958994,-1.411234448455977,USW00013881,7.587662514726396
252,02146530,35.08527778,-80.8822222,0.6123536162378067,-1.4116610837196515,USW00013881,10.410746986635761
253,0214655255,35.1758333,-80.7191667,0.6139341082176623,-1.408815228381166,USW00053872,12.31417778601097
254,02146562,35.18666667,-80.7366667,0.6141231861932491,-1.409120661000265,USW00013881,12.604259069501815
255,0214657975,35.1586111,-80.7133333,0.6136335241232254,-1.4087134163445802,USW00053872,11.106748782082454
256,02146600,35.13777778,-80.7675,0.6132699140951038,-1.4096588036045201,USW00053872,11.779311528610014
257,02146614,35.1183333,-80.8066667,0.6129305438977656,-1.4103423914766609,USW00013881,11.107380642797938
258,02146670,35.07694444,-80.8225,0.6122081720171185,-1.4106187346931172,USW00053872,12.150886110705814
259,0214668150,35.17027778,-80.7855556,0.6138371461020019,-1.409973933272943,USW00013881,10.267854812490913
260,02146700,35.1408333,-80.82,0.6133232429794642,-1.410575101461817,USW00013881,9.54377289353427
261,02146750,35.0664972,-80.86985,0.6120258332813725,-1.4114451480939363,USW00013881,11.880048281870046
262,0214676115,35.0408333,-80.8916667,0.61157791372747,-1.4118259213408562,USW00053871,10.097144851140305
263,0214678175,35.105,-80.9536111,0.6126978339126093,-1.4129070550740286,USW00013881,8.195114862093972
264,02146800,35.00566944,-80.90195,0.6109641885927596,-1.4120053987838266,USC00389350,8.74185295753385
265,0214685800,35.01035556,-80.8285417,0.6110459768159032,-1.4107241822505348,USW00053872,11.775924870197537
266,02147020,34.83625705,-80.879518,0.6080073845935869,-1.4116138865260193,USC00389350,11.227827425664513
267,021473415,34.97531944,-81.18015,0.6104344811647793,-1.4168609047628746,USC00389625,3.7880306005857625
